,tokens,ner_tags
2010,alice,B-PER
2011,ventured,O
2012,to,O
2013,taste,O
2014,it,O
2015,",",O
2016,and,O
2017,finding,O
2018,it,O
2019,very,O
2020,nice,O
2021,",",O
2022,(,O
2023,it,O
2024,had,O
2025,",",O
2026,in,O
2027,fact,O
2028,",",O
2029,a,O
2030,sort,O
2031,of,O
2032,mixed,O
2033,flavour,O
2034,of,O
2035,cherry,O
2036,-,O
2037,tar,O
2038,##t,O
2039,",",O
2040,cu,O
2041,##star,O
2042,##d,O
2043,",",O
2044,pine,O
2045,-,O
2046,apple,O
2047,",",O
2048,roast,O
2049,turkey,O
2050,",",O
2051,to,O
2052,##ffe,O
2053,##e,O
2054,",",O
2055,and,O
2056,hot,O
2057,butter,O
2058,##ed,O
2059,toast,O
2060,",",O
2061,),O
2062,she,O
2063,very,O
2064,soon,O
2065,finished,O
2066,it,O
2067,off,O
2068,.,O
2069,[SEP],O
2070,[CLS],O
2071,‘,O
2072,what,O
2073,a,O
2074,curious,O
2075,feeling,O
2076,!,O
2077,’,O
2078,said,O
2079,alice,B-PER
2080,;,O
2081,‘,O
2082,i,O
2083,must,O
2084,be,O
2085,shutting,O
2086,up,O
2087,like,O
2088,a,O
2089,telescope,O
2090,.,O
2091,’,O
2092,[SEP],O
2093,[CLS],O
2094,and,O
2095,so,O
2096,it,O
2097,was,O
2098,indeed,O
2099,:,O
2100,she,O
2101,was,O
2102,now,O
2103,only,O
2104,ten,O
2105,inches,O
2106,high,O
2107,",",O
2108,and,O
2109,her,O
2110,face,O
2111,brightened,O
2112,up,O
2113,at,O
2114,the,O
2115,thought,O
2116,that,O
2117,she,O
2118,was,O
2119,now,O
2120,the,O
2121,right,O
2122,size,O
2123,for,O
2124,going,O
2125,through,O
2126,the,O
2127,little,O
2128,door,O
2129,into,O
2130,that,O
2131,lovely,O
2132,garden,O
2133,.,O
2134,first,O
2135,",",O
2136,however,O
2137,",",O
2138,she,O
2139,waited,O
2140,for,O
2141,a,O
2142,few,O
2143,minutes,O
2144,to,O
2145,see,O
2146,if,O
2147,she,O
2148,was,O
2149,going,O
2150,to,O
2151,shrink,O
2152,any,O
2153,further,O
2154,:,O
2155,she,O
2156,felt,O
2157,a,O
2158,little,O
2159,nervous,O
2160,about,O
2161,this,O
2162,;,O
2163,‘,O
2164,for,O
2165,it,O
2166,might,O
2167,end,O
2168,",",O
2169,you,O
2170,know,O
2171,",",O
2172,’,O
2173,said,O
2174,alice,B-PER
2175,to,O
2176,herself,O
2177,",",O
2178,‘,O
2179,in,O
2180,my,O
2181,going,O
2182,out,O
2183,altogether,O
2184,",",O
2185,like,O
2186,a,O
2187,candle,O
2188,.,O
2189,i,O
2190,wonder,O
2191,what,O
2192,i,O
2193,should,O
2194,be,O
2195,like,O
2196,then,O
2197,?,O
2198,’,O
2199,and,O
2200,she,O
2201,tried,O
2202,to,O
2203,fancy,O
2204,what,O
2205,the,O
2206,flame,O
2207,of,O
2208,a,O
2209,candle,O
2210,is,O
2211,like,O
2212,after,O
2213,the,O
2214,candle,O
2215,is,O
2216,blown,O
2217,out,O
2218,",",O
2219,for,O
2220,she,O
2221,could,O
2222,not,O
2223,remember,O
2224,ever,O
2225,having,O
2226,seen,O
2227,such,O
2228,a,O
2229,thing,O
2230,.,O
2231,[SEP],O
2232,[CLS],O
2233,after,O
2234,a,O
2235,while,O
2236,",",O
2237,finding,O
2238,that,O
2239,nothing,O
2240,more,O
2241,happened,O
2242,",",O
2243,she,O
2244,decided,O
2245,on,O
2246,going,O
2247,into,O
2248,the,O
2249,garden,O
2250,at,O
2251,once,O
2252,;,O
2253,but,O
2254,",",O
2255,ala,O
2256,##s,O
2257,for,O
2258,poor,O
2259,alice,B-PER
2260,!,O
2261,when,O
2262,she,O
2263,got,O
2264,to,O
2265,the,O
2266,door,O
2267,",",O
2268,she,O
2269,found,O
2270,she,O
2271,had,O
2272,forgotten,O
2273,the,O
2274,little,O
2275,golden,O
2276,key,O
2277,",",O
2278,and,O
2279,when,O
2280,she,O
2281,went,O
2282,back,O
2283,to,O
2284,the,O
2285,table,O
2286,for,O
2287,it,O
2288,",",O
2289,she,O
2290,found,O
2291,she,O
2292,could,O
2293,not,O
2294,possibly,O
2295,reach,O
2296,it,O
2297,:,O
2298,she,O
2299,could,O
2300,see,O
2301,it,O
2302,quite,O
2303,plainly,O
2304,through,O
2305,the,O
2306,glass,O
2307,",",O
2308,and,O
2309,she,O
2310,tried,O
2311,her,O
2312,best,O
2313,to,O
2314,climb,O
2315,up,O
2316,one,O
2317,of,O
2318,the,O
2319,legs,O
2320,of,O
2321,the,O
2322,table,O
2323,",",O
2324,but,O
2325,it,O
2326,was,O
2327,too,O
2328,slippery,O
2329,;,O
2330,and,O
2331,when,O
2332,she,O
2333,had,O
2334,tired,O
2335,herself,O
2336,out,O
2337,with,O
2338,trying,O
2339,",",O
2340,the,O
2341,poor,O
2342,little,O
2343,thing,O
2344,sat,O
2345,down,O
2346,and,O
2347,cried,O
2348,.,O
2349,[SEP],O
2350,[CLS],O
2351,‘,O
2352,come,O
2353,",",O
2354,there,O
2355,’,O
2356,s,O
2357,no,O
2358,use,O
2359,in,O
2360,crying,O
2361,like,O
2362,that,O
2363,!,O
2364,’,O
2365,said,O
2366,alice,B-PER
2367,to,O
2368,herself,O
2369,",",O
2370,rather,O
2371,sharply,O
2372,;,O
2373,‘,O
2374,i,O
2375,advise,O
2376,you,O
2377,to,O
2378,leave,O
2379,off,O
2380,this,O
2381,minute,O
2382,!,O
2383,’,O
2384,she,O
2385,generally,O
2386,gave,O
2387,herself,O
2388,very,O
2389,good,O
2390,advice,O
2391,",",O
2392,(,O
2393,though,O
2394,she,O
2395,very,O
2396,seldom,O
2397,followed,O
2398,it,O
2399,),O
2400,",",O
2401,and,O
2402,sometimes,O
2403,she,O
2404,sc,O
2405,##old,O
2406,##ed,O
2407,herself,O
2408,so,O
2409,severely,O
2410,as,O
2411,to,O
2412,bring,O
2413,tears,O
2414,into,O
2415,her,O
2416,eyes,O
2417,;,O
2418,and,O
2419,once,O
2420,she,O
2421,remembered,O
2422,trying,O
2423,to,O
2424,box,O
2425,her,O
2426,own,O
2427,ears,O
2428,for,O
2429,having,O
2430,cheated,O
2431,herself,O
2432,in,O
2433,a,O
2434,game,O
2435,of,O
2436,cr,O
2437,##o,O
2438,##quet,O
2439,she,O
2440,was,O
2441,playing,O
2442,against,O
2443,herself,O
2444,",",O
2445,for,O
2446,this,O
2447,curious,O
2448,child,O
2449,was,O
2450,very,O
2451,fond,O
2452,of,O
2453,pretending,O
2454,to,O
2455,be,O
2456,two,O
2457,people,O
2458,.,O
2459,‘,O
2460,but,O
2461,it,O
2462,’,O
2463,s,O
2464,no,O
2465,use,O
2466,now,O
2467,",",O
2468,’,O
2469,thought,O
2470,poor,O
2471,alice,B-PER
2472,",",O
2473,‘,O
2474,to,O
2475,pretend,O
2476,to,O
2477,be,O
2478,two,O
2479,people,O
2480,!,O
2481,why,O
2482,",",O
2483,there,O
2484,’,O
2485,s,O
2486,hardly,O
2487,enough,O
2488,of,O
2489,me,O
2490,left,O
2491,to,O
2492,make,O
2493,one,O
2494,respectable,O
2495,person,O
2496,!,O
2497,’,O
2498,[SEP],O
2499,[CLS],O
2500,soon,O
2501,her,O
2502,eye,O
2503,fell,O
2504,on,O
2505,a,O
2506,little,O
2507,glass,O
2508,box,O
2509,that,O
2510,was,O
2511,lying,O
2512,under,O
2513,the,O
2514,table,O
2515,:,O
2516,she,O
2517,opened,O
2518,it,O
2519,",",O
2520,and,O
2521,found,O
2522,in,O
2523,it,O
2524,a,O
2525,very,O
2526,small,O
2527,cake,O
2528,",",O
2529,on,O
2530,which,O
2531,the,O
2532,words,O
2533,‘,O
2534,eat,B-MISC
2535,me,O
2536,’,O
2537,were,O
2538,beautifully,O
2539,marked,O
2540,in,O
2541,curran,O
2542,##ts,O
2543,.,O
2544,‘,O
2545,well,O
2546,",",O
2547,i,O
2548,’,O
2549,ll,O
2550,eat,O
2551,it,O
2552,",",O
2553,’,O
2554,said,O
2555,alice,B-PER
2556,",",O
2557,‘,O
2558,and,O
2559,if,O
2560,it,O
2561,makes,O
2562,me,O
2563,grow,O
2564,larger,O
2565,",",O
2566,i,O
2567,can,O
2568,reach,O
2569,the,O
2570,key,O
2571,;,O
2572,and,O
2573,if,O
2574,it,O
2575,makes,O
2576,me,O
2577,grow,O
2578,smaller,O
2579,",",O
2580,i,O
2581,can,O
2582,creep,O
2583,under,O
2584,the,O
2585,door,O
2586,;,O
2587,so,O
2588,either,O
2589,way,O
2590,i,O
2591,’,O
2592,ll,O
2593,get,O
2594,into,O
2595,the,O
2596,garden,O
2597,",",O
2598,and,O
2599,i,O
2600,don,O
2601,’,O
2602,t,O
2603,care,O
2604,which,O
2605,happens,O
2606,!,O
2607,’,O
2608,[SEP],O
2609,[CLS],O
2610,she,O
2611,ate,O
2612,a,O
2613,little,O
2614,bit,O
2615,",",O
2616,and,O
2617,said,O
2618,anxiously,O
2619,to,O
2620,herself,O
2621,",",O
2622,‘,O
2623,which,O
2624,way,O
2625,?,O
2626,which,O
2627,way,O
2628,?,O
2629,’,O
2630,",",O
2631,holding,O
2632,her,O
2633,hand,O
2634,on,O
2635,the,O
2636,top,O
2637,of,O
2638,her,O
2639,head,O
2640,to,O
2641,feel,O
2642,which,O
2643,way,O
2644,it,O
2645,was,O
2646,growing,O
2647,",",O
2648,and,O
2649,she,O
2650,was,O
2651,quite,O
2652,surprised,O
2653,to,O
2654,find,O
2655,that,O
2656,she,O
2657,remained,O
2658,the,O
2659,same,O
2660,size,O
2661,:,O
2662,to,O
2663,be,O
2664,sure,O
2665,",",O
2666,this,O
2667,generally,O
2668,happens,O
2669,when,O
2670,one,O
2671,eats,O
2672,cake,O
2673,",",O
2674,but,O
2675,alice,B-PER
2676,had,O
2677,got,O
2678,so,O
2679,much,O
2680,into,O
2681,the,O
2682,way,O
2683,of,O
2684,expecting,O
2685,nothing,O
2686,but,O
2687,out,O
2688,-,O
2689,of,O
2690,-,O
2691,the,O
2692,-,O
2693,way,O
2694,things,O
2695,to,O
2696,happen,O
2697,",",O
2698,that,O
2699,it,O
2700,seemed,O
2701,quite,O
2702,dull,O
2703,and,O
2704,stupid,O
2705,for,O
2706,life,O
2707,to,O
2708,go,O
2709,on,O
2710,in,O
2711,the,O
2712,common,O
2713,way,O
2714,.,O
2715,[SEP],O
2716,[CLS],O
2717,so,O
2718,she,O
2719,set,O
2720,to,O
2721,work,O
2722,",",O
2723,and,O
2724,very,O
2725,soon,O
2726,finished,O
2727,off,O
2728,the,O
2729,cake,O
2730,.,O
2731,[SEP],O
2732,[CLS],O
2733,‘,O
2734,curious,O
2735,##er,O
2736,and,O
2737,curious,O
2738,##er,O
2739,!,O
2740,’,O
2741,cried,O
2742,alice,B-PER
2743,(,O
2744,she,O
2745,was,O
2746,so,O
2747,much,O
2748,surprised,O
2749,",",O
2750,that,O
2751,for,O
2752,the,O
2753,moment,O
2754,she,O
2755,quite,O
2756,forgot,O
2757,how,O
2758,to,O
2759,speak,O
2760,good,O
2761,english,B-MISC
2762,),O
2763,;,O
2764,‘,O
2765,now,O
2766,i,O
2767,’,O
2768,m,O
2769,opening,O
2770,out,O
2771,like,O
2772,the,O
2773,largest,O
2774,telescope,O
2775,that,O
2776,ever,O
2777,was,O
2778,!,O
2779,good,O
2780,-,O
2781,bye,O
2782,",",O
2783,feet,O
2784,!,O
2785,’,O
2786,(,O
2787,for,O
2788,when,O
2789,she,O
2790,looked,O
2791,down,O
2792,at,O
2793,her,O
2794,feet,O
2795,",",O
2796,they,O
2797,seemed,O
2798,to,O
2799,be,O
2800,almost,O
2801,out,O
2802,of,O
2803,sight,O
2804,",",O
2805,they,O
2806,were,O
2807,getting,O
2808,so,O
2809,far,O
2810,off,O
2811,),O
2812,.,O
2813,‘,O
2814,oh,O
2815,",",O
2816,my,O
2817,poor,O
2818,little,O
2819,feet,O
2820,",",O
2821,i,O
2822,wonder,O
2823,who,O
2824,will,O
2825,put,O
2826,on,O
2827,your,O
2828,shoes,O
2829,and,O
2830,stockings,O
2831,for,O
2832,you,O
2833,now,O
2834,",",O
2835,dear,O
2836,##s,O
2837,?,O
2838,i,O
2839,’,O
2840,m,O
2841,sure,O
2842,_,O
2843,i,O
2844,_,O
2845,shan,O
2846,’,O
2847,t,O
2848,be,O
2849,able,O
2850,!,O
2851,i,O
2852,shall,O
2853,be,O
2854,a,O
2855,great,O
2856,deal,O
2857,too,O
2858,far,O
2859,off,O
2860,to,O
2861,trouble,O
2862,myself,O
2863,about,O
2864,you,O
2865,:,O
2866,you,O
2867,must,O
2868,manage,O
2869,the,O
2870,best,O
2871,way,O
2872,you,O
2873,can,O
2874,;,O
2875,-,O
2876,-,O
2877,but,O
2878,i,O
2879,must,O
2880,be,O
2881,kind,O
2882,to,O
2883,them,O
2884,",",O
2885,’,O
2886,thought,O
2887,alice,B-PER
2888,",",O
2889,‘,O
2890,or,O
2891,perhaps,O
2892,they,O
2893,won,O
2894,’,O
2895,t,O
2896,walk,O
2897,the,O
2898,way,O
2899,i,O
2900,want,O
2901,to,O
2902,go,O
2903,!,O
2904,let,O
2905,me,O
2906,see,O
2907,:,O
2908,i,O
2909,’,O
2910,ll,O
2911,give,O
2912,them,O
2913,a,O
2914,new,O
2915,pair,O
2916,of,O
2917,boots,O
2918,every,O
2919,christmas,O
2920,.,O
2921,’,O
2922,[SEP],O
2923,[CLS],O
2924,and,O
2925,she,O
2926,went,O
2927,on,O
2928,planning,O
2929,to,O
2930,herself,O
2931,how,O
2932,she,O
2933,would,O
2934,manage,O
2935,it,O
2936,.,O
2937,‘,O
2938,they,O
2939,must,O
2940,go,O
2941,by,O
2942,the,O
2943,carrier,O
2944,",",O
2945,’,O
2946,she,O
2947,thought,O
2948,;,O
2949,‘,O
2950,and,O
2951,how,O
2952,funny,O
2953,it,O
2954,’,O
2955,ll,O
2956,seem,O
2957,",",O
2958,sending,O
2959,presents,O
2960,to,O
2961,one,O
2962,’,O
2963,s,O
2964,own,O
2965,feet,O
2966,!,O
2967,and,O
2968,how,O
2969,odd,O
2970,the,O
2971,directions,O
2972,will,O
2973,look,O
2974,!,O
2975,[SEP],O
2976,[CLS],O
2977,alice,B-PER
2978,’,O
2979,s,O
2980,right,O
2981,foot,O
2982,",",O
2983,esq,O
2984,.,O
2985,hearth,O
2986,##rug,O
2987,",",O
2988,near,O
2989,the,O
2990,fender,O
2991,",",O
2992,(,O
2993,with,O
2994,alice,B-PER
2995,’,O
2996,s,O
2997,love,O
2998,),O
2999,.,O
3000,[SEP],O
3001,[CLS],O
3002,oh,O
3003,dear,O
3004,",",O
3005,what,O
3006,nonsense,O
3007,i,O
3008,’,O
3009,m,O
3010,talking,O
3011,!,O
3012,’,O
3013,[SEP],O
3014,[CLS],O
3015,just,O
3016,then,O
3017,her,O
3018,head,O
3019,struck,O
3020,against,O
3021,the,O
3022,roof,O
3023,of,O
3024,the,O
3025,hall,O
3026,:,O
3027,in,O
3028,fact,O
3029,she,O
3030,was,O
3031,now,O
3032,more,O
3033,than,O
3034,nine,O
3035,feet,O
3036,high,O
3037,",",O
3038,and,O
3039,she,O
3040,at,O
3041,once,O
3042,took,O
3043,up,O
3044,the,O
3045,little,O
3046,golden,O
3047,key,O
3048,and,O
3049,hurried,O
3050,off,O
3051,to,O
3052,the,O
3053,garden,O
3054,door,O
3055,.,O
3056,[SEP],O
3057,[CLS],O
3058,poor,O
3059,alice,B-PER
3060,!,O
3061,it,O
3062,was,O
3063,as,O
3064,much,O
3065,as,O
3066,she,O
3067,could,O
3068,do,O
3069,",",O
3070,lying,O
3071,down,O
3072,on,O
3073,one,O
3074,side,O
3075,",",O
3076,to,O
3077,look,O
3078,through,O
3079,into,O
3080,the,O
3081,garden,O
3082,with,O
3083,one,O
3084,eye,O
3085,;,O
3086,but,O
3087,to,O
3088,get,O
3089,through,O
3090,was,O
3091,more,O
3092,hopeless,O
3093,than,O
3094,ever,O
3095,:,O
3096,she,O
3097,sat,O
3098,down,O
3099,and,O
3100,began,O
3101,to,O
3102,cry,O
3103,again,O
3104,.,O
3105,[SEP],O
3106,[CLS],O
3107,‘,O
3108,you,O
3109,ought,O
3110,to,O
3111,be,O
3112,ashamed,O
3113,of,O
3114,yourself,O
3115,",",O
3116,’,O
3117,said,O
3118,alice,B-PER
3119,",",O
3120,‘,O
3121,a,O
3122,great,O
3123,girl,O
3124,like,O
3125,you,O
3126,",",O
3127,’,O
3128,(,O
3129,she,O
3130,might,O
3131,well,O
3132,say,O
3133,this,O
3134,),O
3135,",",O
3136,‘,O
3137,to,O
3138,go,O
3139,on,O
3140,crying,O
3141,in,O
3142,this,O
3143,way,O
3144,!,O
3145,stop,O
3146,this,O
3147,moment,O
3148,",",O
3149,i,O
3150,tell,O
3151,you,O
3152,!,O
3153,’,O
3154,but,O
3155,she,O
3156,went,O
3157,on,O
3158,all,O
3159,the,O
3160,same,O
3161,",",O
3162,shed,O
3163,##ding,O
3164,gallons,O
3165,of,O
3166,tears,O
3167,",",O
3168,until,O
3169,there,O
3170,was,O
3171,a,O
3172,large,O
3173,pool,O
3174,all,O
3175,round,O
3176,her,O
3177,",",O
3178,about,O
3179,four,O
3180,inches,O
3181,deep,O
3182,and,O
3183,reaching,O
3184,half,O
3185,down,O
3186,the,O
3187,hall,O
3188,.,O
3189,[SEP],O
3190,[CLS],O
3191,after,O
3192,a,O
3193,time,O
3194,she,O
3195,heard,O
3196,a,O
3197,little,O
3198,pat,O
3199,##tering,O
3200,of,O
3201,feet,O
3202,in,O
3203,the,O
3204,distance,O
3205,",",O
3206,and,O
3207,she,O
3208,hastily,O
3209,dried,O
3210,her,O
3211,eyes,O
3212,to,O
3213,see,O
3214,what,O
3215,was,O
3216,coming,O
3217,.,O
3218,it,O
3219,was,O
3220,the,O
3221,white,B-PER
3222,rabbit,I-PER
3223,returning,O
3224,",",O
3225,splendid,O
3226,##ly,O
3227,dressed,O
3228,",",O
3229,with,O
3230,a,O
3231,pair,O
3232,of,O
3233,white,O
3234,kid,O
3235,gloves,O
3236,in,O
3237,one,O
3238,hand,O
3239,and,O
3240,a,O
3241,large,O
3242,fan,O
3243,in,O
3244,the,O
3245,other,O
3246,:,O
3247,he,O
3248,came,O
3249,tr,O
3250,##otti,O
3251,##ng,O
3252,along,O
3253,in,O
3254,a,O
3255,great,O
3256,hurry,O
3257,",",O
3258,muttering,O
3259,to,O
3260,himself,O
3261,as,O
3262,he,O
3263,came,O
3264,",",O
3265,‘,O
3266,oh,O
3267,!,O
3268,the,O
3269,duchess,O
3270,",",O
3271,the,O
3272,duchess,O
3273,!,O
3274,oh,O
3275,!,O
3276,won,O
3277,’,O
3278,t,O
3279,she,O
3280,be,O
3281,savage,O
3282,if,O
3283,i,O
3284,’,O
3285,ve,O
3286,kept,O
3287,her,O
3288,waiting,O
3289,!,O
3290,’,O
3291,alice,B-PER
3292,felt,O
3293,so,O
3294,desperate,O
3295,that,O
3296,she,O
3297,was,O
3298,ready,O
3299,to,O
3300,ask,O
3301,help,O
3302,of,O
3303,any,O
3304,one,O
3305,;,O
3306,so,O
3307,",",O
3308,when,O
3309,the,O
3310,rabbit,O
3311,came,O
3312,near,O
3313,her,O
3314,",",O
3315,she,O
3316,began,O
3317,",",O
3318,in,O
3319,a,O
3320,low,O
3321,",",O
3322,tim,O
3323,##id,O
3324,voice,O
3325,",",O
3326,‘,O
3327,if,O
3328,you,O
3329,please,O
3330,",",O
3331,sir,O
3332,-,O
3333,-,O
3334,’,O
3335,the,O
3336,rabbit,O
3337,started,O
3338,violently,O
3339,",",O
3340,dropped,O
3341,the,O
3342,white,O
3343,kid,O
3344,gloves,O
3345,and,O
3346,the,O
3347,fan,O
3348,",",O
3349,and,O
3350,sk,O
3351,##ur,O
3352,##ried,O
3353,away,O
3354,into,O
3355,the,O
3356,darkness,O
3357,as,O
3358,hard,O
3359,as,O
3360,he,O
3361,could,O
3362,go,O
3363,.,O
3364,[SEP],O
3365,[CLS],O
3366,alice,B-PER
3367,took,O
3368,up,O
3369,the,O
3370,fan,O
3371,and,O
3372,gloves,O
3373,",",O
3374,and,O
3375,",",O
3376,as,O
3377,the,O
3378,hall,O
3379,was,O
3380,very,O
3381,hot,O
3382,",",O
3383,she,O
3384,kept,O
3385,fan,O
3386,##ning,O
3387,herself,O
3388,all,O
3389,the,O
3390,time,O
3391,she,O
3392,went,O
3393,on,O
3394,talking,O
3395,:,O
3396,‘,O
3397,dear,O
3398,",",O
3399,dear,O
3400,!,O
3401,how,O
3402,queer,O
3403,everything,O
3404,is,O
3405,to,O
3406,-,O
3407,day,O
3408,!,O
3409,and,O
3410,yesterday,O
3411,things,O
3412,went,O
3413,on,O
3414,just,O
3415,as,O
3416,usual,O
3417,.,O
3418,i,O
3419,wonder,O
3420,if,O
3421,i,O
3422,’,O
3423,ve,O
3424,been,O
3425,changed,O
3426,in,O
3427,the,O
3428,night,O
3429,?,O
3430,let,O
3431,me,O
3432,think,O
3433,:,O
3434,was,O
3435,i,O
3436,the,O
3437,same,O
3438,when,O
3439,i,O
3440,got,O
3441,up,O
3442,this,O
3443,morning,O
3444,?,O
3445,i,O
3446,almost,O
3447,think,O
3448,i,O
3449,can,O
3450,remember,O
3451,feeling,O
3452,a,O
3453,little,O
3454,different,O
3455,.,O
3456,but,O
3457,if,O
3458,i,O
3459,’,O
3460,m,O
3461,not,O
3462,the,O
3463,same,O
3464,",",O
3465,the,O
3466,next,O
3467,question,O
3468,is,O
3469,",",O
3470,who,O
3471,in,O
3472,the,O
3473,world,O
3474,am,O
3475,i,O
3476,?,O
3477,ah,O
3478,",",O
3479,that,O
3480,’,O
3481,s,O
3482,the,O
3483,great,O
3484,puzzle,O
3485,!,O
3486,’,O
3487,and,O
3488,she,O
3489,began,O
3490,thinking,O
3491,over,O
3492,all,O
3493,the,O
3494,children,O
3495,she,O
3496,knew,O
3497,that,O
3498,were,O
3499,of,O
3500,the,O
3501,same,O
3502,age,O
3503,as,O
3504,herself,O
3505,",",O
3506,to,O
3507,see,O
3508,if,O
3509,she,O
3510,could,O
3511,have,O
3512,been,O
3513,changed,O
3514,for,O
3515,any,O
3516,of,O
3517,them,O
3518,.,O
3519,[SEP],O
3520,[CLS],O
3521,‘,O
3522,i,O
3523,’,O
3524,m,O
3525,sure,O
3526,i,O
3527,’,O
3528,m,O
3529,not,O
3530,ada,B-PER
3531,",",O
3532,’,O
3533,she,O
3534,said,O
3535,",",O
3536,‘,O
3537,for,O
3538,her,O
3539,hair,O
3540,goes,O
3541,in,O
3542,such,O
3543,long,O
3544,ring,O
3545,##lets,O
3546,",",O
3547,and,O
3548,mine,O
3549,doesn,O
3550,’,O
3551,t,O
3552,go,O
3553,in,O
3554,ring,O
3555,##lets,O
3556,at,O
3557,all,O
3558,;,O
3559,and,O
3560,i,O
3561,’,O
3562,m,O
3563,sure,O
3564,i,O
3565,can,O
3566,’,O
3567,t,O
3568,be,O
3569,mabel,B-PER
3570,",",O
3571,for,O
3572,i,O
3573,know,O
3574,all,O
3575,sorts,O
3576,of,O
3577,things,O
3578,",",O
3579,and,O
3580,she,O
3581,",",O
3582,oh,O
3583,!,O
3584,she,O
3585,knows,O
3586,such,O
3587,a,O
3588,very,O
3589,little,O
3590,!,O
3591,besides,O
3592,",",O
3593,she,O
3594,’,O
3595,s,O
3596,she,O
3597,",",O
3598,and,O
3599,i,O
3600,’,O
3601,m,O
3602,i,O
3603,",",O
3604,and,O
3605,-,O
3606,-,O
3607,oh,O
3608,dear,O
3609,",",O
3610,how,O
3611,pu,O
3612,##zzling,O
3613,it,O
3614,all,O
3615,is,O
3616,!,O
3617,i,O
3618,’,O
3619,ll,O
3620,try,O
3621,if,O
3622,i,O
3623,know,O
3624,all,O
3625,the,O
3626,things,O
3627,i,O
3628,used,O
3629,to,O
3630,know,O
3631,.,O
3632,let,O
3633,me,O
3634,see,O
3635,:,O
3636,four,O
3637,times,O
3638,five,O
3639,is,O
3640,twelve,O
3641,",",O
3642,and,O
3643,four,O
3644,times,O
3645,six,O
3646,is,O
3647,thirteen,O
3648,",",O
3649,and,O
3650,four,O
3651,times,O
3652,seven,O
3653,is,O
3654,-,O
3655,-,O
3656,oh,O
3657,dear,O
3658,!,O
3659,i,O
3660,shall,O
3661,never,O
3662,get,O
3663,to,O
3664,twenty,O
3665,at,O
3666,that,O
3667,rate,O
3668,!,O
3669,however,O
3670,",",O
3671,the,O
3672,multiplication,O
3673,table,O
3674,doesn,O
3675,’,O
3676,t,O
3677,sign,O
3678,##ify,O
3679,:,O
3680,let,O
3681,’,O
3682,s,O
3683,try,O
3684,geography,O
3685,.,O
3686,london,B-LOC
3687,is,O
3688,the,O
3689,capital,O
3690,of,O
3691,paris,B-LOC
3692,",",O
3693,and,O
3694,paris,B-LOC
3695,is,O
3696,the,O
3697,capital,O
3698,of,O
3699,rome,B-LOC
3700,",",O
3701,and,O
3702,rome,B-LOC
3703,-,O
3704,-,O
3705,no,O
3706,",",O
3707,that,O
3708,’,O
3709,s,O
3710,all,O
3711,wrong,O
3712,",",O
3713,i,O
3714,’,O
3715,m,O
3716,certain,O
3717,!,O
3718,i,O
3719,must,O
3720,have,O
3721,been,O
3722,changed,O
3723,for,O
3724,mabel,B-PER
3725,!,O
3726,i,O
3727,’,O
3728,ll,O
3729,try,O
3730,and,O
3731,say,O
3732,“,O
3733,how,O
3734,dot,O
3735,##h,O
3736,the,O
3737,little,O
3738,-,O
3739,-,O
3740,“,O
3741,’,O
3742,and,O
3743,she,O
3744,crossed,O
3745,her,O
3746,hands,O
3747,on,O
3748,her,O
3749,lap,O
3750,as,O
3751,if,O
3752,she,O
3753,were,O
3754,saying,O
3755,lessons,O
3756,",",O
3757,and,O
3758,began,O
3759,to,O
3760,repeat,O
3761,it,O
3762,",",O
3763,but,O
3764,her,O
3765,voice,O
3766,sounded,O
3767,hoarse,O
3768,and,O
3769,strange,O
3770,",",O
3771,and,O
3772,the,O
3773,words,O
3774,did,O
3775,not,O
3776,come,O
3777,the,O
3778,same,O
3779,as,O
3780,they,O
3781,used,O
3782,to,O
3783,do,O
3784,:,O
3785,-,O
3786,-,O
3787,[SEP],O
3788,[CLS],O
3789,‘,O
3790,how,O
3791,dot,O
3792,##h,O
3793,the,O
3794,little,O
3795,crocodile,O
3796,improve,O
3797,his,O
3798,shining,O
3799,tail,O
3800,",",O
3801,and,O
3802,pour,O
3803,the,O
3804,waters,O
3805,of,O
3806,the,O
3807,nile,B-LOC
3808,on,O
3809,every,O
3810,golden,O
3811,scale,O
3812,!,O
3813,[SEP],O
3814,[CLS],O
3815,‘,O
3816,how,O
3817,cheerfully,O
3818,he,O
3819,seems,O
3820,to,O
3821,grin,O
3822,",",O
3823,how,O
3824,neatly,O
3825,spread,O
3826,his,O
3827,claws,O
3828,",",O
3829,and,O
3830,welcome,O
3831,little,O
3832,fishes,O
3833,in,O
3834,with,O
3835,gently,O
3836,smiling,O
3837,jaws,O
3838,!,O
3839,’,O
3840,[SEP],O
3841,[CLS],O
3842,‘,O
3843,i,O
3844,’,O
3845,m,O
3846,sure,O
3847,those,O
3848,are,O
3849,not,O
3850,the,O
3851,right,O
3852,words,O
3853,",",O
3854,’,O
3855,said,O
3856,poor,O
3857,alice,B-PER
3858,",",O
3859,and,O
3860,her,O
3861,eyes,O
3862,filled,O
3863,with,O
3864,tears,O
3865,again,O
3866,as,O
3867,she,O
3868,went,O
3869,on,O
3870,",",O
3871,‘,O
3872,i,O
3873,must,O
3874,be,O
3875,mabel,B-PER
3876,after,O
3877,all,O
3878,",",O
3879,and,O
3880,i,O
3881,shall,O
3882,have,O
3883,to,O
3884,go,O
3885,and,O
3886,live,O
